City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Discription
212,Morgantown,39.6295,-79.9559,39.31,83,100,3.44,US,overcast clouds
213,Provideniya,64.3833,-173.3,32.94,96,100,17.0,RU,light snow
214,Hobyo,5.3505,48.5268,81.01,77,16,9.19,SO,few clouds
215,Kavieng,-2.5744,150.7967,84.25,68,100,6.73,PG,overcast clouds
216,Hilo,19.7297,-155.09,73.26,93,100,10.36,US,moderate rain
217,Alofi,-19.0595,-169.9187,85.89,70,28,6.91,NU,scattered clouds
218,East London,-33.0153,27.9116,64.42,85,95,12.21,ZA,light rain
219,Belmonte,-15.8631,-38.8828,77.58,79,40,5.32,BR,scattered clouds
220,Havelock,34.8791,-76.9013,55.35,47,100,11.5,US,overcast clouds
221,Dicabisagan,17.0818,122.4157,79.84,85,78,4.03,PH,broken clouds
222,Lively,46.4334,-81.1498,33.03,96,100,5.19,CA,overcast clouds
223,Tall Kayf,37.0833,41.0667,54.88,52,13,4.56,TR,few clouds
224,Tamale,9.4008,-0.8393,85.24,54,100,10.58,GH,overcast clouds
225,Stromness,58.965,-3.296,35.56,88,100,1.99,GB,moderate rain
226,Dubrovnik,42.6481,18.0922,58.64,72,40,3.44,HR,scattered clouds
227,Talaya,61.3833,152.75,6.04,81,100,7.16,RU,overcast clouds
228,Torbay,47.6666,-52.7314,35.28,96,100,20.71,CA,fog
229,Dzaoudzi,-12.7887,45.2699,76.89,94,0,3.44,YT,clear sky
230,Zhicheng,30.2956,111.5047,77.38,54,0,0.49,CN,clear sky
231,Siirt,37.9326,41.9403,48.11,56,0,4.34,TR,clear sky
232,Kutahya,39.4242,29.9833,49.19,63,5,5.17,TR,clear sky
233,Opuwo,-18.0607,13.84,68.61,44,0,3.96,NA,clear sky
234,Mecca,21.4267,39.8261,81.09,31,0,5.93,SA,clear sky
235,Tautira,-17.7333,-149.15,81.64,76,46,17.18,PF,scattered clouds
236,Saint Anthony,45.0205,-93.218,51.73,31,0,9.22,US,clear sky
237,Hutchinson,38.0608,-97.9298,67.95,28,0,8.05,US,clear sky
238,Klaksvik,62.2266,-6.589,34.72,64,100,19.75,FO,overcast clouds
239,Saint-Francois,46.4154,3.9054,30.67,99,0,3.44,FR,clear sky
240,Prachuap Khiri Khan,12.2167,99.75,79.68,61,92,1.41,TH,overcast clouds
241,Gat,31.61,34.7642,64.4,100,1,6.15,IL,clear sky
242,Pevek,69.7008,170.3133,-9.13,88,14,3.44,RU,few clouds
243,Sharanga,57.1775,46.5396,36.59,99,100,6.62,RU,overcast clouds
244,Mehamn,71.0357,27.8492,34.39,84,100,18.92,NO,overcast clouds
245,Mtwara,-10.2667,40.1833,74.57,91,5,8.5,TZ,clear sky
246,Hvide Sande,56.0045,8.1294,40.08,79,24,27.85,DK,few clouds
247,Selma,36.5708,-119.6121,80.1,27,0,14.97,US,clear sky
248,Thinadhoo,0.5333,72.9333,83.73,67,71,10.16,MV,broken clouds
249,Malindi,-3.2175,40.1191,81.54,73,23,10.54,KE,few clouds
250,Tashara,55.5195,83.5094,25.41,89,100,5.1,RU,overcast clouds
251,Caravelas,-17.7125,-39.2481,76.17,83,10,5.73,BR,clear sky
252,Vao,-22.6667,167.4833,77.81,81,94,22.08,NC,overcast clouds
253,Lagoa,39.05,-27.9833,55.35,71,100,38.12,PT,overcast clouds
254,Antalaha,-14.9003,50.2788,72.57,87,79,6.62,MG,broken clouds
255,Porto Santo,33.072,-16.3415,61.18,67,20,9.22,PT,few clouds
256,Taft,31.7471,54.2088,64.35,18,0,4.61,IR,clear sky
257,Bartlesville,36.7473,-95.9808,71.55,27,0,12.66,US,clear sky
258,Cadillac,44.2519,-85.4012,31.91,69,75,4.61,US,broken clouds
259,Chandil,22.9667,86.05,80.4,52,22,3.18,IN,few clouds
260,Chardara,41.2547,67.9692,67.14,42,100,6.6,KZ,overcast clouds
261,Vydrino,51.485,104.8461,32.95,87,100,5.21,RU,light snow
262,Kampot,10.6167,104.1833,78.85,71,93,3.67,KH,overcast clouds
263,Arumbavur,11.3833,78.7333,79.77,80,87,3.06,IN,overcast clouds
264,Mizdah,31.4451,12.9801,60.94,33,0,4.92,LY,clear sky
265,Tateyama,34.9833,139.8667,64.54,69,0,5.26,JP,clear sky
266,Dobson,36.3957,-80.7226,43.0,69,40,6.91,US,scattered clouds
267,Ust-Tsilma,65.441,52.1498,36.72,99,100,8.12,RU,overcast clouds
268,Portland,45.5234,-122.6762,51.46,55,75,14.97,US,broken clouds
269,Male,4.1748,73.5089,84.24,72,68,11.9,MV,broken clouds
270,La Maddalena,41.2142,9.4083,53.65,68,0,17.58,IT,clear sky
